token_id,ensembl_id,gene_name,gene_median
63659,ENSMMUG00000006205,EIF4H,
63660,ENSMMUG00000000217,PPP5C,
63661,ENSMMUG00000011750,LMBR1,
63662,ENSMMUG00000062485,ESF1,
63663,ENSMMUG00000009303,CCDC38,
63664,ENSMMUG00000003864,VPS52,
63665,ENSMMUG00000001338,AZIN1,
63666,ENSMMUG00000016302,L3MBTL4,
63667,ENSMMUG00000044447,DGKE,
63668,ENSMMUG00000018744,DNAJC18,
63669,ENSMMUG00000058265,C1QTNF8,
63670,ENSMMUG00000021354,CRHBP,
63671,ENSMMUG00000012348,PEX10,
63672,ENSMMUG00000014846,LRRC20,
63673,ENSMMUG00000049169,DLX6,
63674,ENSMMUG00000009182,CASP8AP2,
63675,ENSMMUG00000030466,PNLIPRP2,
63676,ENSMMUG00000057303,FAM217B,
63677,ENSMMUG00000014782,STC2,
63678,ENSMMUG00000053545,PKDREJ,
63679,ENSMMUG00000042707,ANGPTL6,
63680,ENSMMUG00000060551,TEX44,
63681,ENSMMUG00000021228,GEMIN5,
63682,ENSMMUG00000001911,SRARP,
63683,ENSMMUG00000018371,RALGAPA2,
63684,ENSMMUG00000002347,MYL2,
63685,ENSMMUG00000000705,ATP1B4,
63686,ENSMMUG00000017025,ZC3H13,
63687,ENSMMUG00000008529,C7H15orf39,
63688,ENSMMUG00000031279,TOR1AIP2,
63689,ENSMMUG00000012585,OVOL1,
63690,ENSMMUG00000017038,RAB2A,
63691,ENSMMUG00000015774,NPM3,
63692,ENSMMUG00000007742,KCNQ1,
63693,ENSMMUG00000060690,TEX22,
63694,ENSMMUG00000018273,PARP11,
63695,ENSMMUG00000038256,AQP2,
63696,ENSMMUG00000006489,YWHAZ,
63697,ENSMMUG00000043586,ID3,
63698,ENSMMUG00000000311,JSRP1,
63699,ENSMMUG00000017232,BMPER,
63700,ENSMMUG00000012266,CCDC180,
63701,ENSMMUG00000018351,CEP89,
63702,ENSMMUG00000001116,SUZ12,
63703,ENSMMUG00000005181,RAB3C,
63704,ENSMMUG00000061282,HAPLN1,
63705,ENSMMUG00000014595,TYW3,
63706,ENSMMUG00000012332,UBAC2,
63707,ENSMMUG00000023119,LIN7C,
63708,ENSMMUG00000062582,PTX3,
63709,ENSMMUG00000050109,EPDR1,
63710,ENSMMUG00000014237,KMT5B,
63711,ENSMMUG00000015577,RIOK1,
63712,ENSMMUG00000021886,MRFAP1L1,
63713,ENSMMUG00000008928,BPIFA3,
63714,ENSMMUG00000004818,SORBS1,
63715,ENSMMUG00000000195,PGLS,
63716,ENSMMUG00000060407,DNAJC5,
63717,ENSMMUG00000008375,RFWD3,
63718,ENSMMUG00000001536,QSER1,
63719,ENSMMUG00000013106,GALNT7,
63720,ENSMMUG00000006391,TYSND1,
63721,ENSMMUG00000020508,ZNF8,
63722,ENSMMUG00000003265,LEPR,
63723,ENSMMUG00000019354,ACTL7B,
63724,ENSMMUG00000061466,INHBA,
63725,ENSMMUG00000001308,VSTM2A,
63726,ENSMMUG00000016192,LMAN2,
63727,ENSMMUG00000017394,IL31RA,
63728,ENSMMUG00000007374,SLC52A2,
63729,ENSMMUG00000010142,GRIN2A,
63730,ENSMMUG00000022017,RARG,
63731,ENSMMUG00000064124,BOLA3,
63732,ENSMMUG00000019112,GRIN2B,
63733,ENSMMUG00000023441,ASPHD2,
63734,ENSMMUG00000019388,MPDZ,
63735,ENSMMUG00000019590,GCA,
63736,ENSMMUG00000013879,TRMT1L,
63737,ENSMMUG00000010337,SEMA3F,
63738,ENSMMUG00000000766,KLHDC3,
63739,ENSMMUG00000003263,STAG1,
63740,ENSMMUG00000015810,FAR2,
63741,ENSMMUG00000014053,KCNJ16,
63742,ENSMMUG00000017645,ZSWIM4,
63743,ENSMMUG00000012912,ITCH,
63744,ENSMMUG00000014150,CCN2,
63745,ENSMMUG00000042154,ANKRD66,
63746,ENSMMUG00000050676,LRRC75A,
63747,ENSMMUG00000009430,TRPM1,
63748,ENSMMUG00000014231,BTLA,
63749,ENSMMUG00000008881,ING2,
63750,ENSMMUG00000003535,SQLE,
63751,ENSMMUG00000015708,ANXA7,
63752,ENSMMUG00000023231,ANXA9,
63753,ENSMMUG00000031819,ARHGEF25,
63754,ENSMMUG00000019898,FOXN3,
63755,ENSMMUG00000008674,SLC39A5,
63756,ENSMMUG00000021794,CFAP73,
63757,ENSMMUG00000014749,MRPS18A,
63758,ENSMMUG00000017985,CTNNA1,
63759,ENSMMUG00000001743,CEP44,
63760,ENSMMUG00000022925,WDR49,
63761,ENSMMUG00000054953,LRRC10,
63762,ENSMMUG00000016990,ZNF384,
63763,ENSMMUG00000008875,SLC35F5,
63764,ENSMMUG00000006967,LANCL3,
63765,ENSMMUG00000004064,ATP6V1H,
63766,ENSMMUG00000009126,SLCO2B1,
63767,ENSMMUG00000030702,RFX8,
63768,ENSMMUG00000045187,CASC3,
63769,ENSMMUG00000016899,VIL1,
63770,ENSMMUG00000028767,EIF3K,
63771,ENSMMUG00000002949,MOSPD3,
63772,ENSMMUG00000016608,USP11,
63773,ENSMMUG00000012821,PCYT1B,
63774,ENSMMUG00000051201,ZSWIM3,
63775,ENSMMUG00000043281,UBOX5,
63776,ENSMMUG00000018425,TSBP1,
63777,ENSMMUG00000004598,BPGM,
63778,ENSMMUG00000001479,LAMC2,
63779,ENSMMUG00000007591,ANKRD23,
63780,ENSMMUG00000007533,PPFIA3,
63781,ENSMMUG00000020403,UTP6,
63782,ENSMMUG00000012427,FBXL13,
63783,ENSMMUG00000006031,CSN3,
63784,ENSMMUG00000013463,HOXA13,
63785,ENSMMUG00000018497,ACVR1,
63786,ENSMMUG00000021737,PPFIBP1,
63787,ENSMMUG00000018352,ALKBH5,
63788,ENSMMUG00000020002,BUD13,
63789,ENSMMUG00000055775,TMED1,
63790,ENSMMUG00000022692,DPH3,
63791,ENSMMUG00000011718,GLYAT,
63792,ENSMMUG00000014073,ALPK1,
63793,ENSMMUG00000052913,SGO2,
63794,ENSMMUG00000022992,C8A,
63795,ENSMMUG00000053020,CAV3,
63796,ENSMMUG00000017342,KLHL2,
63797,ENSMMUG00000059440,BPIFA2,
63798,ENSMMUG00000007077,A1CF,
63799,ENSMMUG00000000063,PPFIA4,
63800,ENSMMUG00000010506,DNAJC5G,
63801,ENSMMUG00000004323,NCR1,
63802,ENSMMUG00000017926,RESP18,
63803,ENSMMUG00000016411,GP2,
63804,ENSMMUG00000055289,FAM110B,
63805,ENSMMUG00000011050,SLITRK3,
63806,ENSMMUG00000004706,IGSF9,
63807,ENSMMUG00000008750,ODF4,
63808,ENSMMUG00000012669,KDR,
63809,ENSMMUG00000028947,CFD,
63810,ENSMMUG00000008408,ZNF19,
63811,ENSMMUG00000057944,OR6M1,
63812,ENSMMUG00000004022,ZSWIM2,
63813,ENSMMUG00000047772,CD79A,
63814,ENSMMUG00000013735,DCTN6,
63815,ENSMMUG00000005150,CD163,
63816,ENSMMUG00000009152,GCN1,
63817,ENSMMUG00000013343,MPRIP,
63818,ENSMMUG00000006811,STK10,
63819,ENSMMUG00000053863,IL17REL,
63820,ENSMMUG00000062568,FNDC5,
63821,ENSMMUG00000042837,MED26,
63822,ENSMMUG00000019462,ITGAV,
63823,ENSMMUG00000002649,UNC5A,
63824,ENSMMUG00000010788,ABCB4,
63825,ENSMMUG00000001484,LAMP2,
63826,ENSMMUG00000039441,MAB21L2,
63827,ENSMMUG00000001216,MPZ,
63828,ENSMMUG00000019357,ELP1,
63829,ENSMMUG00000000949,FGF12,
63830,ENSMMUG00000006752,NAE1,
63831,ENSMMUG00000018575,KDM1B,
63832,ENSMMUG00000008792,GPATCH2L,
63833,ENSMMUG00000011268,DYNC1LI2,
63834,ENSMMUG00000006442,KCNB1,
63835,ENSMMUG00000021673,ZFP28,
63836,ENSMMUG00000052416,GPR173,
63837,ENSMMUG00000007925,SGK2,
63838,ENSMMUG00000006530,AGBL3,
63839,ENSMMUG00000010707,STAT3,
63840,ENSMMUG00000058930,SYCE3,
63841,ENSMMUG00000013966,LGMN,
63842,ENSMMUG00000063044,ANXA13,
63843,ENSMMUG00000002229,ARFGAP3,
63844,ENSMMUG00000021269,JOSD2,
63845,ENSMMUG00000005269,TRAPPC10,
63846,ENSMMUG00000010852,ACTL8,
63847,ENSMMUG00000064711,LGALSL,
63848,ENSMMUG00000005228,PIP5K1A,
63849,ENSMMUG00000022111,RPS6KA1,
63850,ENSMMUG00000007628,CDON,
63851,ENSMMUG00000010009,EI24,
63852,ENSMMUG00000005179,CGNL1,
63853,ENSMMUG00000000118,PLAGL2,
63854,ENSMMUG00000003971,CDC42BPG,
63855,ENSMMUG00000002142,NENF,
63856,ENSMMUG00000020441,ODC1,
63857,ENSMMUG00000014409,ANKRD13B,
63858,ENSMMUG00000062113,RAB12,
63859,ENSMMUG00000007838,PRCP,
63860,ENSMMUG00000011293,TAP2,
63861,ENSMMUG00000061381,HCN3,
63862,ENSMMUG00000064427,TEX48,
63863,ENSMMUG00000022285,SIM1,
63864,ENSMMUG00000016323,ARHGEF39,
63865,ENSMMUG00000018095,EIF2S2,
63866,ENSMMUG00000005232,RARRES2,
63867,ENSMMUG00000013056,NT5C3B,
63868,ENSMMUG00000019445,KPNA7,
63869,ENSMMUG00000001211,GPR150,
63870,ENSMMUG00000021012,GPR155,
63871,ENSMMUG00000019613,EHMT1,
63872,ENSMMUG00000019739,CNTNAP5,
63873,ENSMMUG00000001108,PTPRT,
63874,ENSMMUG00000002637,MLLT6,
63875,ENSMMUG00000018597,NUBP2,
63876,ENSMMUG00000016424,PTRH1,
63877,ENSMMUG00000000628,UBE3A,
63878,ENSMMUG00000009693,SUCLG2,
63879,ENSMMUG00000002660,DEAF1,
63880,ENSMMUG00000018803,RBBP5,
63881,ENSMMUG00000000415,SCN8A,
63882,ENSMMUG00000052161,ZFAND5,
63883,ENSMMUG00000000586,POLR3K,
63884,ENSMMUG00000012103,TAB1,
63885,ENSMMUG00000062006,METAP2,
63886,ENSMMUG00000018332,FAM98B,
63887,ENSMMUG00000017723,GUCY2D,
63888,ENSMMUG00000064979,B9D2,
63889,ENSMMUG00000009420,DHRS12,
63890,ENSMMUG00000028834,SUGP1,
63891,ENSMMUG00000008364,ZNF771,
63892,ENSMMUG00000003703,CRYZL1,
63893,ENSMMUG00000014810,SDR16C5,
63894,ENSMMUG00000040361,ATP6V1C1,
63895,ENSMMUG00000063317,DHX40,
63896,ENSMMUG00000017378,STS,
63897,ENSMMUG00000001292,SACS,
63898,ENSMMUG00000060969,ROPN1L,
63899,ENSMMUG00000000104,RRP1B,
63900,ENSMMUG00000012488,ALDH1L1,
63901,ENSMMUG00000011449,SYT13,
63902,ENSMMUG00000019998,GFM2,
63903,ENSMMUG00000053589,COTL1,
63904,ENSMMUG00000061625,OR10A6,
63905,ENSMMUG00000021104,MTX3,
63906,ENSMMUG00000023490,CCDC34,
63907,ENSMMUG00000015147,BEST1,
63908,ENSMMUG00000020579,GNGT1,
63909,ENSMMUG00000001900,GOLM1,
63910,ENSMMUG00000052581,USF3,
63911,ENSMMUG00000006559,RAB42,
63912,ENSMMUG00000060498,RPS9,
63913,ENSMMUG00000002404,MINK1,
63914,ENSMMUG00000057673,PCDHB5,
63915,ENSMMUG00000030420,AIMP2,
63916,ENSMMUG00000017524,PIKFYVE,
63917,ENSMMUG00000049431,TAS2R42,
63918,ENSMMUG00000060467,MRM3,
63919,ENSMMUG00000029010,RNF122,
63920,ENSMMUG00000009818,NPY,
63921,ENSMMUG00000006222,ITM2C,
63922,ENSMMUG00000008074,PLEKHH2,
63923,ENSMMUG00000004491,SENP6,
63924,ENSMMUG00000008005,FOXP2,
63925,ENSMMUG00000005480,CARNS1,
63926,ENSMMUG00000063588,TUBAL3,
63927,ENSMMUG00000017382,BLVRA,
63928,ENSMMUG00000021161,NKX6-1,
63929,ENSMMUG00000003890,CYFIP1,
63930,ENSMMUG00000019869,SNX20,
63931,ENSMMUG00000018326,USP33,
63932,ENSMMUG00000016390,FAM81A,
63933,ENSMMUG00000008847,SH2D5,
63934,ENSMMUG00000015744,ZNF181,
63935,ENSMMUG00000014307,MSTN,
63936,ENSMMUG00000002057,RRM2,
63937,ENSMMUG00000009176,CAMTA2,
63938,ENSMMUG00000014925,FAM216B,
63939,ENSMMUG00000001268,FAM104A,
63940,ENSMMUG00000050904,TMEM265,
63941,ENSMMUG00000064824,GREM2,
63942,ENSMMUG00000019484,TEX9,
63943,ENSMMUG00000014315,OSGEPL1,
63944,ENSMMUG00000011964,RANBP3,
63945,ENSMMUG00000001888,MGRN1,
63946,ENSMMUG00000005688,JUNB,
63947,ENSMMUG00000050987,KCNE5,
63948,ENSMMUG00000013504,IGFN1,
63949,ENSMMUG00000044697,IRGC,
63950,ENSMMUG00000046409,VPS33A,
63951,ENSMMUG00000003572,NAMPT,
63952,ENSMMUG00000013244,ASIC4,
63953,ENSMMUG00000001156,POLN,
63954,ENSMMUG00000002330,ENOX1,
63955,ENSMMUG00000023076,DGKH,
63956,ENSMMUG00000007724,APTX,
63957,ENSMMUG00000059556,ISL2,
63958,ENSMMUG00000014138,FOXJ3,
63959,ENSMMUG00000012787,ACP7,
63960,ENSMMUG00000054298,MPV17,
63961,ENSMMUG00000020994,SUSD2,
63962,ENSMMUG00000023494,TFE3,
63963,ENSMMUG00000018353,LLGL1,
63964,ENSMMUG00000018390,KCNMA1,
63965,ENSMMUG00000002201,ABCC12,
63966,ENSMMUG00000050091,SLPI,
63967,ENSMMUG00000000654,LPAR2,
63968,ENSMMUG00000019291,DPYSL3,
63969,ENSMMUG00000009407,FAM228A,
63970,ENSMMUG00000060673,SLC34A3,
63971,ENSMMUG00000012697,ARID1A,
63972,ENSMMUG00000048232,MINDY4B,
63973,ENSMMUG00000002665,FSD1L,
63974,ENSMMUG00000016315,ECPAS,
63975,ENSMMUG00000004922,KATNAL1,
63976,ENSMMUG00000050983,PADI1,
63977,ENSMMUG00000009869,NPTN,
63978,ENSMMUG00000022588,ZBP1,
63979,ENSMMUG00000008887,FCF1,
63980,ENSMMUG00000030812,ZMYM2,
63981,ENSMMUG00000060920,ASTL,
63982,ENSMMUG00000014019,FAM217A,
63983,ENSMMUG00000008937,HDAC2,
63984,ENSMMUG00000014897,RAVER1,
63985,ENSMMUG00000000669,GJB1,
63986,ENSMMUG00000015447,DPP8,
63987,ENSMMUG00000020548,CYP1D1,
63988,ENSMMUG00000007500,CNKSR2,
63989,ENSMMUG00000021987,GPX2,
63990,ENSMMUG00000001981,GPR156,
63991,ENSMMUG00000018693,FLT4,
63992,ENSMMUG00000009684,KIF22,
63993,ENSMMUG00000020445,FRMD1,
63994,ENSMMUG00000013272,GFRA3,
63995,ENSMMUG00000010257,SLC5A6,
63996,ENSMMUG00000014277,ITPRID2,
63997,ENSMMUG00000016430,ZC3H6,
63998,ENSMMUG00000020745,ZNF831,
63999,ENSMMUG00000020479,ITGB1BP2,
64000,ENSMMUG00000058943,ZNF707,
64001,ENSMMUG00000023418,NR1H2,
64002,ENSMMUG00000013842,NRXN3,
64003,ENSMMUG00000001371,SLC22A23,
64004,ENSMMUG00000023784,RNF220,
64005,ENSMMUG00000008495,AGBL1,
64006,ENSMMUG00000037597,MAFK,
64007,ENSMMUG00000019862,KANK1,
64008,ENSMMUG00000017379,MRTFB,
64009,ENSMMUG00000045509,NAALADL2,
64010,ENSMMUG00000017444,PAX7,
64011,ENSMMUG00000007911,SERINC1,
64012,ENSMMUG00000006714,CLPX,
64013,ENSMMUG00000008854,NCR3,
64014,ENSMMUG00000001782,LINGO1,
64015,ENSMMUG00000021409,DRG2,
64016,ENSMMUG00000023495,RALGPS1,
64017,ENSMMUG00000019235,E4F1,
64018,ENSMMUG00000014908,SPATA33,
64019,ENSMMUG00000003833,RASSF6,
64020,ENSMMUG00000019884,NKAIN1,
64021,ENSMMUG00000021219,MROH2A,
64022,ENSMMUG00000020667,VPS28,
64023,ENSMMUG00000014254,TLR7,
64024,ENSMMUG00000004148,MAFB,
64025,ENSMMUG00000023611,FIGN,
64026,ENSMMUG00000042934,PLA2G4E,
64027,ENSMMUG00000061918,CUTC,
64028,ENSMMUG00000023274,SULF1,
64029,ENSMMUG00000001575,WDR35,
64030,ENSMMUG00000030532,DNA2,
64031,ENSMMUG00000020408,HPGD,
64032,ENSMMUG00000003385,DHX35,
64033,ENSMMUG00000009460,NABP1,
64034,ENSMMUG00000018308,DYNC2H1,
64035,ENSMMUG00000014640,RP1,
64036,ENSMMUG00000017311,VPS50,
64037,ENSMMUG00000049992,BLOC1S4,
64038,ENSMMUG00000006679,ABCF2,
64039,ENSMMUG00000016850,REEP3,
64040,ENSMMUG00000007612,LRP8,
64041,ENSMMUG00000031831,IL23A,
64042,ENSMMUG00000022983,ADGRF1,
64043,ENSMMUG00000019763,DEK,
64044,ENSMMUG00000011031,PSMG4,
64045,ENSMMUG00000012028,TEKT2,
64046,ENSMMUG00000015176,C1H1orf174,
64047,ENSMMUG00000011842,ADRA2B,
64048,ENSMMUG00000000826,STOX1,
64049,ENSMMUG00000003442,ZNF326,
64050,ENSMMUG00000050641,THG1L,
64051,ENSMMUG00000023377,RAI1,
64052,ENSMMUG00000005895,NUCB2,
64053,ENSMMUG00000001735,SLC1A6,
64054,ENSMMUG00000011311,TSPAN16,
64055,ENSMMUG00000015609,ZNF280C,
64056,ENSMMUG00000013876,IGSF6,
64057,ENSMMUG00000017134,SEPTIN5,
64058,ENSMMUG00000010699,DPH1,
64059,ENSMMUG00000013786,DSTN,
64060,ENSMMUG00000012864,PDIA6,
64061,ENSMMUG00000023387,GLP1R,
64062,ENSMMUG00000002292,ZNF674,
64063,ENSMMUG00000022586,PCK1,
64064,ENSMMUG00000006763,COX4I1,
64065,ENSMMUG00000052199,IGFBPL1,
64066,ENSMMUG00000055913,WNT10A,
64067,ENSMMUG00000017482,ADAM30,
64068,ENSMMUG00000004541,HOXC12,
64069,ENSMMUG00000055237,PEX11G,
64070,ENSMMUG00000019458,LY6K,
64071,ENSMMUG00000017817,MAGI3,
64072,ENSMMUG00000005597,KHSRP,
64073,ENSMMUG00000001653,ZC2HC1A,
64074,ENSMMUG00000017202,MYMK,
64075,ENSMMUG00000060434,CLDN5,
64076,ENSMMUG00000004738,NRDC,
64077,ENSMMUG00000008629,SEMA4D,
64078,ENSMMUG00000008475,AJUBA,
64079,ENSMMUG00000064442,ADO,
64080,ENSMMUG00000013500,TMEM9,
64081,ENSMMUG00000012768,HCN2,
64082,ENSMMUG00000017294,ALKBH3,
64083,ENSMMUG00000006369,ARHGAP29,
64084,ENSMMUG00000017960,SAA4,
64085,ENSMMUG00000015969,RSAD2,
64086,ENSMMUG00000012997,VMO1,
64087,ENSMMUG00000019154,SFPQ,
64088,ENSMMUG00000009004,PTPN12,
64089,ENSMMUG00000004847,XYLB,
64090,ENSMMUG00000007565,CBLB,
64091,ENSMMUG00000043675,CITED4,
64092,ENSMMUG00000020604,HPS1,
64093,ENSMMUG00000016102,KCNH1,
64094,ENSMMUG00000023045,ZBBX,
64095,ENSMMUG00000021173,NFYA,
64096,ENSMMUG00000015985,KDM4C,
64097,ENSMMUG00000045878,TEX13C,
64098,ENSMMUG00000006622,SEC31B,
64099,ENSMMUG00000046639,OAS3,
64100,ENSMMUG00000010834,REL,
64101,ENSMMUG00000001758,CSNK1A1,
64102,ENSMMUG00000002625,CHMP4C,
64103,ENSMMUG00000003429,PMPCB,
64104,ENSMMUG00000014814,PARD3B,
64105,ENSMMUG00000009636,CLDN18,
64106,ENSMMUG00000056154,TMEM252,
64107,ENSMMUG00000015174,DFFB,
64108,ENSMMUG00000003081,GPSM1,
64109,ENSMMUG00000011294,LSR,
64110,ENSMMUG00000019756,NFKBID,
64111,ENSMMUG00000054033,OR4D5,
64112,ENSMMUG00000002020,PNPLA5,
64113,ENSMMUG00000008104,PSME4,
64114,ENSMMUG00000021446,DGKZ,
64115,ENSMMUG00000057610,MGST1,
64116,ENSMMUG00000015335,PHF10,
64117,ENSMMUG00000020706,ETS1,
64118,ENSMMUG00000014620,TRIM33,
64119,ENSMMUG00000019818,CRISP3,
64120,ENSMMUG00000007340,IL18BP,
64121,ENSMMUG00000023146,ASH1L,
64122,ENSMMUG00000000226,GLG1,
64123,ENSMMUG00000010528,ZNF33B,
64124,ENSMMUG00000005768,DKC1,
64125,ENSMMUG00000021374,EWSR1,
64126,ENSMMUG00000056992,ZFAND6,
64127,ENSMMUG00000062637,STMND1,
64128,ENSMMUG00000018925,TGM2,
64129,ENSMMUG00000020379,PRKACG,
64130,ENSMMUG00000059337,SMIM28,
64131,ENSMMUG00000020899,TRIM69,
64132,ENSMMUG00000048322,EVA1A,
64133,ENSMMUG00000000544,COL6A1,
64134,ENSMMUG00000000125,RAB22A,
64135,ENSMMUG00000015284,NDUFB2,
64136,ENSMMUG00000019014,MUS81,
64137,ENSMMUG00000005106,UNC45A,
64138,ENSMMUG00000014155,CLASRP,
64139,ENSMMUG00000018910,HRG,
64140,ENSMMUG00000000070,AURKA,
64141,ENSMMUG00000017564,TBCCD1,
64142,ENSMMUG00000012511,GNL3,
64143,ENSMMUG00000012875,TAF9B,
64144,ENSMMUG00000010847,DKK1,
64145,ENSMMUG00000010334,MIP,
64146,ENSMMUG00000017931,GGT7,
64147,ENSMMUG00000051186,PSMA5,
64148,ENSMMUG00000002495,ZNF573,
64149,ENSMMUG00000004488,PYHIN1,
64150,ENSMMUG00000063021,RNASE7,
64151,ENSMMUG00000006119,EIF3I,
64152,ENSMMUG00000006970,CCDC65,
64153,ENSMMUG00000051743,TLCD1,
64154,ENSMMUG00000019580,HNRNPH2,
64155,ENSMMUG00000020275,HIRIP3,
64156,ENSMMUG00000017688,RCBTB2,
64157,ENSMMUG00000031296,CASP8,
64158,ENSMMUG00000022615,EGFL6,
64159,ENSMMUG00000002568,STOML1,
64160,ENSMMUG00000018628,TEC,
64161,ENSMMUG00000003855,ZNF385B,
64162,ENSMMUG00000006655,MYRF,
64163,ENSMMUG00000013394,JAKMIP2,
64164,ENSMMUG00000001834,LCN8,
64165,ENSMMUG00000009562,MACF1,
64166,ENSMMUG00000039760,OTP,
64167,ENSMMUG00000022644,ATP6V0A1,
64168,ENSMMUG00000000332,TGFBI,
64169,ENSMMUG00000021590,PCK2,
64170,ENSMMUG00000050124,TMEM266,
64171,ENSMMUG00000008717,L3HYPDH,
64172,ENSMMUG00000008740,MAST1,
64173,ENSMMUG00000009060,FAM135A,
64174,ENSMMUG00000000123,NHSL1,
64175,ENSMMUG00000004223,RNF10,
64176,ENSMMUG00000012958,CHERP,
64177,ENSMMUG00000018399,ENDOU,
64178,ENSMMUG00000000898,DZIP3,
64179,ENSMMUG00000061713,ZNF485,
64180,ENSMMUG00000059578,CX3CL1,
64181,ENSMMUG00000006008,PSMB11,
64182,ENSMMUG00000004978,ANKRD33,
64183,ENSMMUG00000014318,PMS1,
64184,ENSMMUG00000004998,DLGAP3,
64185,ENSMMUG00000023210,SBSPON,
64186,ENSMMUG00000021775,B3GALT1,
64187,ENSMMUG00000001649,RUNX1,
64188,ENSMMUG00000012493,TM9SF1,
64189,ENSMMUG00000059990,SLC9A5,
64190,ENSMMUG00000000031,TMEM132C,
64191,ENSMMUG00000023318,TRRAP,
64192,ENSMMUG00000057370,NDUFB10,
64193,ENSMMUG00000005328,MEI4,
64194,ENSMMUG00000009658,KIF16B,
64195,ENSMMUG00000006648,RNF7,
64196,ENSMMUG00000017986,CRBN,
64197,ENSMMUG00000019599,DDX43,
64198,ENSMMUG00000023295,GJB6,
64199,ENSMMUG00000001680,TANK,
64200,ENSMMUG00000017225,C20H16orf89,
64201,ENSMMUG00000022519,HACL1,
64202,ENSMMUG00000007728,TRIM3,
64203,ENSMMUG00000011179,ETFBKMT,
64204,ENSMMUG00000060453,SMIM27,
64205,ENSMMUG00000011359,EIF3E,
64206,ENSMMUG00000017177,SEPTIN10,
64207,ENSMMUG00000011624,SLC39A12,
64208,ENSMMUG00000002124,B4GALT5,
64209,ENSMMUG00000008921,USP2,
64210,ENSMMUG00000008685,SLC28A3,
64211,ENSMMUG00000014285,ZNF772,
64212,ENSMMUG00000021442,CHRM3,
64213,ENSMMUG00000062667,LRFN3,
64214,ENSMMUG00000021230,SRRM4,
64215,ENSMMUG00000022973,GGN,
64216,ENSMMUG00000022899,FAM124B,
64217,ENSMMUG00000056929,ECM2,
64218,ENSMMUG00000008749,ARHGEF15,
64219,ENSMMUG00000012350,MPST,
64220,ENSMMUG00000018922,CDC25B,
64221,ENSMMUG00000000056,AZI2,
64222,ENSMMUG00000007721,ZFPM2,
64223,ENSMMUG00000005574,COL19A1,
64224,ENSMMUG00000015064,ELMO2,
64225,ENSMMUG00000057675,NCMAP,
64226,ENSMMUG00000031965,ALAD,
64227,ENSMMUG00000007322,RTBDN,
64228,ENSMMUG00000004803,TSGA13,
64229,ENSMMUG00000017364,ICA1L,
64230,ENSMMUG00000018785,ELP2,
64231,ENSMMUG00000001362,VPS13C,
64232,ENSMMUG00000019418,EPB41L3,
64233,ENSMMUG00000058332,TEX46,
64234,ENSMMUG00000023273,DCDC2C,
64235,ENSMMUG00000019048,SYNE1,
64236,ENSMMUG00000063307,DEFB118,
64237,ENSMMUG00000008542,DHX32,
64238,ENSMMUG00000053764,TIMM29,
64239,ENSMMUG00000013780,DIAPH3,
64240,ENSMMUG00000046774,RALB,
64241,ENSMMUG00000016614,ZNF579,
64242,ENSMMUG00000042446,FABP1,
64243,ENSMMUG00000013613,KIF18A,
64244,ENSMMUG00000028952,STK3,
64245,ENSMMUG00000006692,SCUBE2,
64246,ENSMMUG00000009536,MKRN2,
64247,ENSMMUG00000018121,ZFYVE21,
64248,ENSMMUG00000021166,TIPRL,
64249,ENSMMUG00000009133,RAD51C,
64250,ENSMMUG00000040746,ICAM5,
64251,ENSMMUG00000018278,EXOC5,
64252,ENSMMUG00000008195,TGIF2,
64253,ENSMMUG00000017395,PDGFRA,
64254,ENSMMUG00000011498,DOCK11,
64255,ENSMMUG00000009163,PAX2,
64256,ENSMMUG00000039094,TMEM154,
64257,ENSMMUG00000042351,SHISA7,
64258,ENSMMUG00000005892,ARV1,
64259,ENSMMUG00000004048,FZD4,
64260,ENSMMUG00000015711,MSS51,
64261,ENSMMUG00000020139,ZNF789,
64262,ENSMMUG00000001226,HMGCS1,
64263,ENSMMUG00000020051,TRIM28,
64264,ENSMMUG00000057568,GLIS3,
64265,ENSMMUG00000015665,ERCC4,
64266,ENSMMUG00000016689,CCNJ,
64267,ENSMMUG00000012547,NOD1,
64268,ENSMMUG00000022183,SPATA1,
64269,ENSMMUG00000020504,ZNF329,
64270,ENSMMUG00000060151,MRGPRX1,
64271,ENSMMUG00000019904,CCNI,
64272,ENSMMUG00000021785,SHMT2,
64273,ENSMMUG00000005997,CDC14B,
64274,ENSMMUG00000022133,CRYAB,
64275,ENSMMUG00000014529,TMEM26,
64276,ENSMMUG00000021388,CIART,
64277,ENSMMUG00000000609,MRPL28,
64278,ENSMMUG00000056449,SLC30A1,
64279,ENSMMUG00000004189,FNDC3B,
64280,ENSMMUG00000064147,LY6L,
64281,ENSMMUG00000019057,CDKN2C,
64282,ENSMMUG00000006480,SLC22A13,
64283,ENSMMUG00000015695,KATNB1,
64284,ENSMMUG00000016258,PPARA,
64285,ENSMMUG00000052506,LIN52,
64286,ENSMMUG00000012219,GPR25,
64287,ENSMMUG00000005430,NR2F2,
64288,ENSMMUG00000013439,SHLD2,
64289,ENSMMUG00000022443,PPP2R2D,
64290,ENSMMUG00000041104,GLB1L2,
64291,ENSMMUG00000009604,FBXO39,
64292,ENSMMUG00000006525,MRPS18B,
64293,ENSMMUG00000020125,SENP1,
64294,ENSMMUG00000045701,ARMCX4,
64295,ENSMMUG00000009009,BMPR2,
